Plot	Values
split	-6.39925015786
left	-6.86520338244
lines	-5.96574782645
normal	-4.72
right	-2.70979043736
split	-6.71812874956
left	-6.64793000544
lines	-5.93538499436
normal	-4.72
right	-3.53163234502
split	-6.49627119807
left	-5.90863635311
lines	-6.43176412594
normal	-4.72
right	-3.01885799931
split	-5.64939631619
left	-5.52071623278
lines	-5.99697066488
normal	-4.68
right	-2.78248944594
split	-6.03084495523
left	-7.00908233884
lines	-5.96463519551
normal	-4.68
right	-3.75419415301
split	-6.00139018112
left	-6.04677428325
lines	-6.57547251603
normal	-4.68
right	-3.04257822344
split	-6.62346864019
left	-5.89115563232
lines	-5.99974824729
normal	-4.68
right	-3.54754397083
split	-5.94984063408
left	-5.93621875733
lines	-5.99987295504
normal	-4.68
right	-3.43023147406
split	-5.7917026444
left	-7.02572395994
lines	-4.48468953023
normal	-4.64
right	-3.77016492679
split	-5.64195551926
left	-6.47946695681
lines	-5.99998545741
normal	-4.64
right	-2.6948105254
split	-6.23122180621
left	-6.65743084363
lines	-5.90976579038
normal	-4.64
right	-2.98845118087
split	-6.35095002305
left	-6.34569388559
lines	-5.23350147676
normal	-4.64
right	-3.44299934026
split	-6.26644047277
left	-5.59746773336
lines	-5.99878040606
normal	-4.64
right	-3.25706726412
split	-6.06748769394
left	-6.61768659164
lines	-5.08591878002
normal	-4.6
right	-3.65866776918
split	-6.01607467854
left	-6.25396223477
lines	-6.2864034566600004
normal	-4.6
right	-2.78527601812
split	-6.957604413
left	-6.51221504143
lines	-5.37417135109
normal	-4.6
right	-3.68122973755
split	-6.2306404983
left	-5.60284088263
lines	-5.99940663448
normal	-4.6
right	-2.86587517406
split	-6.02550785678
left	-6.20211089875
lines	-5.95809379468
normal	-4.6
right	-3.18748609586
split	-5.80558521478
left	-5.46679833506
lines	-4.49981761177
normal	-4.56
right	-2.76181798044
split	-6.55365488388
left	-6.48706528388
lines	-5.42926074445
normal	-4.56
right	-3.49791980881
split	-5.60864257149
left	-6.5682917625
lines	-5.99462566363
normal	-4.56
right	-3.43245902558
split	-6.19324439742
left	-5.69671147501
lines	-5.43455825149
normal	-4.56
right	-3.0858856384
split	-6.34010925648
left	-5.0680020538
lines	-4.49992293891
normal	-4.56
right	-2.69515333947
split	-6.37057481593
left	-5.58119540691
lines	-4.49301511431
normal	-4.52
right	-3.15208658551
split	-6.79605523501
left	-6.00680306074
lines	-5.99979656053
normal	-4.52
right	-3.2764963096
split	-5.90329215698
left	-5.94168752471
lines	-4.49905062715
normal	-4.52
right	-2.99643986339
split	-5.69736634386
left	-5.74934905181
lines	-5.78099160355
normal	-4.52
right	-3.32280246081
split	-7.42415224351
left	-5.82208737445
lines	-5.9607555239
normal	-4.52
right	-3.00247933283
split	-6.08920398948
left	-5.99760338384
lines	-5.99984912119
normal	-4.48
right	-3.26057842607
split	-6.63921101515
left	-5.92057945657
lines	-5.5262996886
normal	-4.48
right	-2.68799487728
split	-5.09884267676
left	-6.64697608477
lines	-4.49924775868
normal	-4.48
right	-3.39988280681
split	-5.67420635843
left	-6.07452578378
lines	-5.99378736683
normal	-4.48
right	-2.68861136047
split	-6.42495420193
left	-6.06126049863
lines	-5.89162520318
normal	-4.48
right	-2.98298382844
split	-5.33533955397
left	-5.62277818682
lines	-4.49401299331
normal	-4.44
right	-3.33803273732
split	-5.86911098889
left	-5.70748528455
lines	-4.48879763364
normal	-4.44
right	-3.15846424415
split	-6.22034671873
left	-5.79757825937
lines	-4.49828126872
normal	-4.44
right	-2.71044441194
split	-6.1516170953
left	-6.62786621761
lines	-5.48215439396
normal	-4.44
right	-3.89326062367
split	-6.5992982058
left	-5.44263487948
lines	-4.48785971233
normal	-4.44
right	-3.24606803178
split	-5.72740677313
left	-5.89610036912
lines	-5.37521273789
normal	-4.4
right	-3.01834942857
split	-6.19135591096
left	-6.35936118643
lines	-4.49062720568
normal	-4.4
right	-3.43488674921
split	-5.71468757659
left	-6.2680590954
lines	-5.99179201985
normal	-4.4
right	-2.7083833323
split	-6.17081095637
left	-5.8822319657
lines	-4.90569361556
normal	-4.4
right	-2.70438173366
split	-6.14609684109
left	-5.99578535098
lines	-5.12839959751
normal	-4.4
right	-2.83422730511
split	-5.10799068068
left	-5.87706396345
lines	-5.62295747015
normal	-4.36
right	-2.73005951693
split	-5.8412608615
left	-6.08785098894
lines	-4.45664386771
normal	-4.36
right	-2.87903432836
split	-5.34316823049
left	-6.01240858833
lines	-6.4365237337
normal	-4.36
right	-2.68623251912
split	-6.08228322407
left	-6.26487548606
lines	-5.54397847745
normal	-4.36
right	-2.99465896842
split	-6.33742479355
left	-5.46034933377
lines	-4.49716394351
normal	-4.36
right	-2.84109132159
split	-6.34395480902
left	-5.81492215144
lines	-5.03780451107
normal	-4.36
right	-2.99439035928
split	-5.42193837155
left	-5.85277154897
lines	-5.53100092618
normal	-4.32
right	-2.7413855934
split	-6.60507111846
left	-6.59168623234
lines	-4.53997915296
normal	-4.32
right	-3.06491590703
split	-5.8460346707
left	-6.12330574536
lines	-5.99444414202
normal	-4.32
right	-3.1301332324
split	-6.43174402616
left	-5.57721402914
lines	-5.99974407709
normal	-4.32
right	-3.65681830514
split	-4.88336541024
left	-5.8512445459
lines	-4.1687307636
normal	-4.32
right	-2.77973668282
split	-5.60352988705
left	-5.3782402768
lines	-4.41299517646
normal	-4.32
right	-2.68463871862
split	-5.78468089389
left	-6.586023792
lines	-5.69830275681
normal	-4.28
right	-2.83696538867
split	-4.71410043341
left	-6.43021210549
lines	-5.66688789008
normal	-4.28
right	-2.70587977531
split	-5.72602518561
left	-5.8973546894
lines	-5.4030390529
normal	-4.28
right	-2.93565571186
split	-6.02813554802
left	-5.64452264907
lines	-4.62895627959
normal	-4.28
right	-3.38473701648
split	-6.06924456111
left	-6.49786048066
lines	-4.49469193319
normal	-4.28
right	-2.71037333551
split	-5.39973564656
left	-5.32803088246
lines	-4.89925747831
normal	-4.28
right	-3.52473023894
split	-6.5152645148
left	-6.47632355465
lines	-5.21672320996
normal	-4.24
right	-2.94333975822
split	-5.30849455377
left	-5.94714671051
lines	-5.33061209483
normal	-4.24
right	-3.21851072445
split	-5.42697606342
left	-5.24604044402
lines	-5.89196078203
normal	-4.24
right	-3.1337999728
split	-6.83765926889
left	-5.37993865994
lines	-5.99955974192
normal	-4.24
right	-2.98606191763
split	-5.95718652675
left	-6.0460123682
lines	-4.4975715812
normal	-4.24
right	-2.77913113417
split	-5.80124533735
left	-5.60534279075
lines	-4.4999964297
normal	-4.24
right	-2.68997068233
split	-5.38369827939
left	-6.23300169482
lines	-5.4329467649
normal	-4.2
right	-2.71150522674
split	-5.85780411213
left	-5.84447309128
lines	-4.93777403826
normal	-4.2
right	-2.68029769059
split	-5.63109073097
left	-5.32631342548
lines	-4.49343819239
normal	-4.2
right	-2.73068427841
split	-5.76480061555
left	-5.50157262444
lines	-5.19880495062
normal	-4.2
right	-2.68621529589
split	-5.31884158999
left	-4.85707491894
lines	-4.49969578686
normal	-4.2
right	-2.68908931509
split	-6.41319972558
left	-6.49170721983
lines	-4.49688229294
normal	-4.2
right	-3.2270627879
split	-6.01482833826
left	-5.35643114511
lines	-4.49787421235
normal	-4.16
right	-2.71351864154
split	-5.08250026481
left	-6.282627917
lines	-4.99715598563
normal	-4.16
right	-2.69177655994
split	-5.30934480832
left	-5.98403614479
lines	-5.99684280026
normal	-4.16
right	-3.01803132968
split	-5.48344189956
left	-4.96378569834
lines	-4.48231637888
normal	-4.16
right	-3.33520481655
split	-6.26404871226
left	-5.11165747982
lines	-5.90332861922
normal	-4.16
right	-2.73369666061
split	-5.84458127886
left	-5.10107498985
lines	-4.93908217735
normal	-4.16
right	-2.6950364008
split	-5.80998195807
left	-5.92814678062
lines	-4.48192257676
normal	-4.12
right	-2.73879367128
split	-5.60330027875
left	-5.18244867249
lines	-4.47733506221
normal	-4.12
right	-2.75109931049
split	-5.55345485846
left	-5.95939103761
lines	-4.64228570197
normal	-4.12
right	-2.68259446728
split	-5.48110979879
left	-6.38303055611
lines	-4.49999887194
normal	-4.12
right	-2.96229059772
split	-5.12995432296
left	-5.52748684587
lines	-4.4963998888
normal	-4.12
right	-2.69920398536
split	-5.71539016018
left	-5.71966230072
lines	-4.49553210067
normal	-4.12
right	-2.68387372494
split	-5.98236113649
left	-6.2741633414
lines	-5.93051444037
normal	-4.08
right	-3.02243972849
split	-5.97062726048
left	-5.92371771327
lines	-4.91010778996
normal	-4.08
right	-2.68074145697
split	-5.64107873637
left	-5.81835818476
lines	-5.61241854952
normal	-4.08
right	-2.69110237981
split	-5.77425836968
left	-5.6659630066
lines	-4.8105130699
normal	-4.08
right	-2.6856711292
split	-5.66516122161
left	-6.27054877504
lines	-4.49190432163
normal	-4.08
right	-2.68362629724
split	-5.66795861816
left	-5.6517913476
lines	-5.36533517929
normal	-4.08
right	-2.71596652085
split	-5.93039223865
left	-6.01271409931
lines	-4.48999076022
normal	-4.04
right	-2.8320743349
split	-4.68761095947
left	-5.40981562333
lines	-4.49985429873
normal	-4.04
right	-2.68135984479
split	-6.46063202132
left	-5.65849880985
lines	-5.30506552633
normal	-4.04
right	-2.73236152194
split	-5.23410623091
left	-5.74620160307
lines	-4.46316590934
normal	-4.04
right	-2.8992731752
split	-6.21477504521
left	-5.97545559004
lines	-5.52066448431
normal	-4.04
right	-2.6945259137
split	-5.25183632798
left	-5.45143257525
lines	-4.49977608156
normal	-4.04
right	-2.70290393226
split	-5.44315113567
left	-5.69007992364
lines	-4.42194102302
normal	-4
right	-2.71459667337
split	-5.5750025452
left	-5.18066521373
lines	-4.49169174279
normal	-4
right	-2.69419735205
split	-5.72386417161
left	-5.45458023546
lines	-5.40611177697
normal	-4
right	-2.89528037954
split	-6.46452281196
left	-5.14831036162
lines	-4.43421464373
normal	-4
right	-2.68017445056
split	-4.92479287424
left	-4.80492417427
lines	-5.60666859554
normal	-4
right	-2.77944945542
split	-5.37717177206
left	-5.56770143397
lines	-5.40145308672
normal	-4
right	-2.70275274302
split	-5.11977732275
left	-6.48025950548
lines	-4.49979979331
normal	-3.96
right	-2.68117436026
split	-5.05023278773
left	-5.02400280691
lines	-5.98846847434
normal	-3.96
right	-2.68542945897
split	-5.16580291083
left	-4.99509266277
lines	-4.58648397299
normal	-3.96
right	-2.81357899809
split	-6.32550611631
left	-5.39614163961
lines	-5.99848091752
normal	-3.96
right	-2.6975675914
split	-5.87188057865
left	-5.28742353148
lines	-5.32582708346
normal	-3.96
right	-2.81511506746
split	-4.91016057247
left	-6.0646267111
lines	-4.61044027419
normal	-3.96
right	-2.70669512546
split	-5.0634677656
left	-5.35340119225
lines	-4.47595262172
normal	-3.92
right	-2.69632623763
split	-5.50887642813
left	-5.0132311488
lines	-4.49517358365
normal	-3.92
right	-2.70850144928
split	-5.0734649069
left	-5.08861711958
lines	-4.4999698688
normal	-3.92
right	-2.68227066855
split	-5.64977617473
left	-5.6940987172
lines	-4.92502073482
normal	-3.92
right	-2.71061431978
split	-5.29551808291
left	-5.28791079341
lines	-4.49856776245
normal	-3.92
right	-2.68672558608
split	-4.58615807724
left	-5.86877091705
lines	-4.49627540365
normal	-3.92
right	-2.71154021704
split	-5.47931021574
left	-5.53969436735
lines	-4.49978288017
normal	-3.88
right	-2.97773860549
split	-5.04202617985
left	-5.37059154478
lines	-4.49983381667
normal	-3.88
right	-2.68001470864
split	-5.32348010962
left	-5.41459569526
lines	-4.49997163803
normal	-3.88
right	-2.68886984726
split	-4.8676285962
left	-4.58261508316
lines	-5.77573219157
normal	-3.88
right	-2.68776035303
split	-5.81922601496
left	-5.41944125588
lines	-4.86227043721
normal	-3.88
right	-2.69994034586
split	-4.67527478861
left	-4.69097660373
lines	-4.49908482726
normal	-3.88
right	-2.68025663991
split	-5.60459836666
left	-5.27917960269
lines	-4.49938777087
normal	-3.84
right	-2.68566015386
split	-4.70662850735
left	-4.58423145526
lines	-4.49942679144
normal	-3.84
right	-2.6966042727
split	-5.69538384916
left	-5.61975530695
lines	-4.92878003063
normal	-3.84
right	-2.68147449248
split	-6.0200585185
left	-5.25444728203
lines	-4.49591158276
normal	-3.84
right	-2.74020835259
split	-5.67754978149
left	-5.12413766394
lines	-4.6952900293
normal	-3.84
right	-2.70550678936
split	-6.16382429777
left	-5.90079008016
lines	-4.28422178805
normal	-3.84
right	-2.76576872485
split	-6.17518628574
left	-5.69007584614
lines	-4.60984375216
normal	-3.8
right	-2.71250676505
split	-5.50850141652
left	-4.6616131175
lines	-4.49441980697
normal	-3.8
right	-2.71126644248
split	-4.92534577486
left	-4.74278922667
lines	-4.4983850487
normal	-3.8
right	-2.69215829409
split	-4.38431974208
left	-5.02459458808
lines	-4.48690396152
normal	-3.8
right	-2.7013753076299998
split	-5.67975816142
left	-5.82307349442
lines	-5.39138622651
normal	-3.8
right	-2.71346254602
split	-4.95171665497
left	-5.18115358271
lines	-4.48750733795
normal	-3.8
right	-2.68006173991
split	-5.14830886778
left	-5.01025258291
lines	-4.4985760894
normal	-3.76
right	-2.68077377009
split	-4.75332673685
left	-5.25159468898
lines	-4.49996044567
normal	-3.76
right	-2.70166199161
split	-5.30998650576
left	-5.33203865407
lines	-5.3331032128
normal	-3.76
right	-2.6806066831
split	-5.0355999942
left	-5.72843628685
lines	-4.42069402354
normal	-3.76
right	-3.15246100023
split	-5.5893237984
left	-5.93959117284
lines	-4.45672476926
normal	-3.76
right	-2.68346630119
split	-5.24189707717
left	-4.8687839606
lines	-4.45626713056
normal	-3.76
right	-2.8222855887
split	-4.84313098499
left	-5.14564675511
lines	-4.49996502981
normal	-3.72
right	-2.9377323857
split	-6.33206110073
left	-4.87079357929
lines	-4.49688695936
normal	-3.72
right	-2.72104008012
split	-5.79403277043
left	-5.83017992002
lines	-4.49992261495
normal	-3.72
right	-2.6867935794
split	-4.70277852027
left	-5.74824890284
lines	-4.43892749147
normal	-3.72
right	-2.6819557771
split	-5.13214898922
left	-5.73004647603
lines	-4.49997392204
normal	-3.72
right	-2.6827515062
split	-6.38861148088
left	-5.82109237407
lines	-4.49899576996
normal	-3.72
right	-2.6879733961
split	-5.220607857
left	-4.70084281399
lines	-5.15939201115
normal	-3.68
right	-2.70189676762
split	-4.53174788386
left	-5.52785345096
lines	-5.56208983191
normal	-3.68
right	-2.69061378286
split	-5.11145618826
left	-5.41869731223
lines	-4.49943320589
normal	-3.68
right	-2.77056219499
split	-4.87554863442
left	-4.72055565511
lines	-4.49883719023
normal	-3.68
right	-2.69447630934
split	-4.73104266371
left	-4.9688096316
lines	-4.48961172973
normal	-3.68
right	-2.8428914994
split	-4.89982311591
left	-5.32861131314
lines	-4.49954274769
normal	-3.68
right	-2.689143546
split	-5.61333202058
left	-4.61846188242
lines	-4.49820712446
normal	-3.68
right	-2.70004490701
split	-5.28190938303
left	-4.44651652967
lines	-4.49805487752
normal	-3.64
right	-2.6998898311
split	-5.43325762054
left	-4.91192936555
lines	-4.49691118393
normal	-3.64
right	-2.70023594635
split	-4.83429822451
left	-5.41234234724
lines	-4.49928697849
normal	-3.64
right	-2.68460354646
split	-5.28177461926
left	-4.90838663732
lines	-5.22864418522
normal	-3.64
right	-2.71187627024
split	-5.58258395483
left	-5.34990020298
lines	-5.08475431893
normal	-3.64
right	-2.71460111379
split	-4.57389873664
left	-5.97629986304
lines	-5.15895574747
normal	-3.64
right	-2.68744416679
split	-5.5063721753
left	-5.43151466697
lines	-5.07368027519
normal	-3.64
right	-2.75062882095
split	-6.08803878165
left	-5.14426150863
lines	-4.49978117264
normal	-3.6
right	-2.68022198755
split	-4.8885952639
left	-4.95622910839
lines	-4.4918996626
normal	-3.6
right	-2.68372064505
split	-5.20073733152
left	-5.86885030831
lines	-4.42728040624
normal	-3.6
right	-2.73781834692
split	-4.76526238111
left	-4.97762683522
lines	-4.43209825365
normal	-3.6
right	-2.69623648577
split	-5.50300644724
left	-5.01947617013
lines	-4.48651861172
normal	-3.6
right	-2.74853583284
split	-5.01002237269
left	-4.40248447554
lines	-4.80739556567
normal	-3.6
right	-2.68572252825
split	-4.56854973552
left	-4.96384986231
lines	-4.47651371306
normal	-3.6
right	-2.68494196161
split	-4.99088334245
left	-5.35603610743
lines	-4.46355118565
normal	-3.56
right	-2.87949956339
split	-4.9494663312
left	-4.70469239495
lines	-5.07138800754
normal	-3.56
right	-2.69230795549
split	-5.51883261791
left	-4.84689425817
lines	-4.49805804536
normal	-3.56
right	-2.6857514721
split	-4.80487209707
left	-5.30786727521
lines	-4.40416680373
normal	-3.56
right	-2.70191940823
split	-4.80213146947
left	-4.35677894689
lines	-4.49891607447
normal	-3.56
right	-2.68317463341
split	-4.57465590707
left	-5.45001295713
lines	-4.49747972546
normal	-3.56
right	-2.79791539183
split	-5.64814795655
left	-4.764247552
lines	-4.47872083263
normal	-3.56
right	-2.71418490864
split	-4.60121627033
left	-4.81768134263
lines	-4.49981744388
normal	-3.52
right	-2.69823306168
split	-4.75193705501
left	-4.2594564994
lines	-4.48742924061
normal	-3.52
right	-2.68020518886
split	-5.62561959238
left	-4.69671414178
lines	-4.49912793715
normal	-3.52
right	-2.68429042594
split	-5.04456974994
left	-5.75067525892
lines	-4.92434097849
normal	-3.52
right	-2.71219861735
split	-4.49978008135
left	-4.21597584608
lines	-4.49266158792
normal	-3.52
right	-2.68350795207
split	-4.98715067241
left	-5.13393504773
lines	-4.29806046908
normal	-3.52
right	-2.70897381514
split	-4.5565915707
left	-4.53162630286
lines	-4.45853147526
normal	-3.52
right	-2.68238804496
split	-5.14333991061
left	-5.51756816008
lines	-4.49995108881
normal	-3.48
right	-2.69769890515
split	-5.35058688839
left	-4.44197852016
lines	-5.15727298245
normal	-3.48
right	-2.69764308586
split	-5.86945614563
left	-4.46071215969
lines	-4.49995981697
normal	-3.48
right	-2.68529763861
split	-5.92569588177
left	-4.71699193984
lines	-4.47926671913
normal	-3.48
right	-2.68800092267
split	-5.2077223506
left	-5.84473070944
lines	-4.96358974354
normal	-3.48
right	-2.69047118263
split	-5.38471406005
left	-4.9201250687
lines	-4.48212575503
normal	-3.48
right	-2.68012477227
